product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,latitude,longitude,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,net_profit,date
cosmetics,SKU706,39.3921998228093,7,24,850.8715162,Female,72,23,24,3,Carrier B,7.07563492414065,Supplier 4,Miami,25.7617,-80.1918,30,549,26,91.8841961,Fail,3.5459953013625,Sea,Route C,542.283689785189,216.703630314811,2019-11-28
cosmetics,SKU707,38.2973781286971,26,37,1275.30269168561,Unknown,13,21,85,8,Carrier C,4.16340556892713,Supplier 5,Chicago,41.8781,-87.6298,25,538,2,91.1039479926253,Fail,1.55093188616532,Air,Route C,785.048256172553,399.1504875204316,2019-11-29
skincare,SKU708,20.8991746481696,90,844,6090.01734903748,Unknown,99,21,26,6,Carrier C,5.89440705328423,Supplier 4,Miami,25.7617,-80.1918,27,631,16,20.1422050159373,Fail,4.54984231989153,Air,Route C,936.267070344545,5133.608073676998,2019-11-30
haircare,SKU709,97.3423993671761,88,797,6841.725418,Non-binary,9,6,91,7,Carrier C,10.1321563703527,Supplier 5,Los Angeles,34.0522,-118.2437,21,534,22,58.5170650429318,Fail,2.333551514,Sea,Route B,644.581008342286,6138.627344614782,2019-12-01
cosmetics,SKU711,29.8966023333514,16,77,2071.83454170125,Female,22,15,90,1,Carrier B,6.39042953725955,Supplier 5,Miami,25.7617,-80.1918,22,183,21,89.57695288,Pass,4.57145354433758,Air,Route C,986.957785054321,995.2998037669292,2019-12-02
skincare,SKU712,55.531707119805,23,870,2205.77380074803,Male,98,21,88,6,Carrier B,10.6867152362506,Supplier 4,Miami,25.7617,-80.1918,28,438,6,22.2743947188917,Fail,3.86745663055547,Sea,Route A,123.546362629696,2059.953043399442,2019-12-03
skincare,SKU713,17.899959471074,40,829,7043.60626552933,Unknown,54,19,85,3,Carrier B,2.88710320935528,Supplier 4,Miami,25.7617,-80.1918,26,225,9,55.9500488903219,Fail,4.78613316278406,Air,Route A,848.955849801872,6138.700366837136,2019-12-04
haircare,SKU714,14.4337092616008,60,347,1039.23621960922,Unknown,62,6,25,4,Carrier B,8.57145169,Supplier 4,Miami,25.7617,-80.1918,25,662,12,40.3809522597075,Fail,4.82431252583011,Road,Route A,349.686837419188,649.1684299303245,2019-12-05
skincare,SKU715,24.8420867170452,73,137,9321.85994864662,Unknown,70,30,41,9,Carrier A,13.9038591577631,Supplier 1,Chicago,41.8781,-87.6298,20,117,10,41.6594759996192,Pass,1.86804840758981,Rail,Route A,835.706631406451,8444.493841240548,2019-12-06
haircare,SKU716,92.93554635,32,59,2012.53719914282,Male,41,12,32,3,Carrier C,1.39110126240336,Supplier 2,Chicago,41.8781,-87.6298,14,948,7,68.04869832,Fail,0.568313503,Road,Route B,245.950190439968,1698.538310382852,2019-12-07
skincare,SKU717,44.3442713111815,15,65,1853.95807132817,Non-binary,98,14,43,2,Carrier B,4.745803064,Supplier 5,Chicago,41.8781,-87.6298,20,964,5,89.7047289306553,Pass,4.10955585391445,Air,Route A,412.1365735,1352.116768897515,2019-12-08
haircare,SKU718,42.5662554593268,13,861,3997.06869747019,Unknown,65,18,25,2,Carrier B,2.854909472,Supplier 3,Houston,29.7604,-95.3698,24,728,26,60.2732557770079,Pending,3.50547904719119,Rail,Route A,150.374194175656,3786.421247517526,2019-12-09
skincare,SKU719,34.7545948016665,5,524,4362.09657435172,Non-binary,78,28,43,2,Carrier C,8.4637007129498,Supplier 5,Chicago,41.8781,-87.6298,5,735,23,71.88422597,Pass,1.06356102417025,Rail,Route A,279.660030475928,4010.552317905792,2019-12-10
skincare,SKU720,18.9708758038258,75,276,2928.7006509059,Non-binary,72,12,80,6,Carrier B,10.5149944969985,Supplier 4,Miami,25.7617,-80.1918,26,639,8,69.3952292369117,Fail,4.03413045968058,Rail,Route B,642.513102749374,2216.792318919614,2019-12-11
skincare,SKU721,51.3458637332786,74,989,6266.09494834412,Female,5,23,42,2,Carrier A,1.80890868888353,Supplier 3,New York,40.7128,-74.006,30,444,27,59.60315733,Fail,2.88996103244943,Sea,Route C,785.351850716867,5421.139940297253,2019-12-12
cosmetics,SKU722,26.82083346,52,180,4344.97502103007,Male,80,24,77,7,Carrier B,1.98398188896771,Supplier 3,New York,40.7128,-74.006,11,567,12,75.9750153770213,Pass,0.849270433,Sea,Route A,920.10411484888,3348.895890804169,2019-12-13
haircare,SKU723,84.3706224563211,77,632,1307.58030136978,Unknown,51,15,52,7,Carrier C,13.1748086984846,Supplier 5,New York,40.7128,-74.006,21,240,1,44.0014766419214,Pass,3.57456413314779,Rail,Route C,207.716983082929,1055.86184164493,2019-12-14
cosmetics,SKU724,25.5918461775504,41,321,7393.48436069433,Non-binary,17,19,73,7,Carrier A,7.38726407994511,Supplier 5,Los Angeles,34.0522,-118.2437,9,105,10,76.4381174101306,Pending,3.44941370697178,Rail,Route A,226.515567063409,7090.53067622079,2019-12-15
skincare,SKU725,40.6063389392706,53,787,8293.89622215853,Male,78,28,80,2,Carrier A,7.481322395,Supplier 5,Chicago,41.8781,-87.6298,20,768,11,92.5748286833849,Fail,4.43563306255814,Rail,Route B,944.897996157505,7256.42339731764,2019-12-16
skincare,SKU726,50.0306107058998,50,709,7207.31381375681,Male,17,8,27,7,Carrier C,14.2241255294136,Supplier 5,Miami,25.7617,-80.1918,7,717,27,84.3956803459398,Pending,2.83636482214097,Road,Route B,789.377193390678,6333.540940020192,2019-12-17
haircare,SKU727,47.19213275,15,666,7523.83768221892,Unknown,23,9,77,10,Carrier C,5.48293454370904,Supplier 2,Miami,25.7617,-80.1918,5,730,23,62.1412635566098,Pass,2.87156515347818,Road,Route B,585.776310413323,6875.920108248987,2019-12-18
haircare,SKU728,99.5115074406355,7,135,7283.05231675171,Unknown,22,5,70,8,Carrier A,13.558331058459,Supplier 1,Miami,25.7617,-80.1918,29,748,20,92.101912387678,Pending,3.0969367798465,Air,Route C,529.053008672985,6661.897395691048,2019-12-19
cosmetics,SKU729,31.5137851149529,40,106,3006.41509996651,Female,11,5,84,8,Carrier B,14.6395664240676,Supplier 1,Houston,29.7604,-95.3698,15,640,5,87.7285056445272,Pass,1.36891630690953,Rail,Route B,241.944328259204,2676.742266062779,2019-12-20
cosmetics,SKU730,29.0715812656739,28,314,8215.62886567946,Unknown,22,6,29,2,Carrier C,4.38371876710602,Supplier 5,New York,40.7128,-74.006,25,777,13,89.9793655446228,Pass,3.79302925639001,Rail,Route C,441.371204544393,7684.278295590445,2019-12-21
cosmetics,SKU731,39.8904938486557,32,786,28218.535348539,Female,20,23,20,5,Carrier A,8.196543889,Supplier 1,New York,40.7128,-74.006,13,164,18,75.5343188173094,Pass,3.31249630631315,Road,Route B,435.344293883598,27707.65673583809,2019-12-22
haircare,SKU732,19.4005078226385,99,296,8486.06770166643,Female,63,3,88,6,Carrier C,8.48098614060361,Supplier 5,New York,40.7128,-74.006,12,155,10,74.5752733987505,Pass,4.19572812730455,Air,Route A,683.511845367674,7727.980582900006,2019-12-23
skincare,SKU733,7.93907624947748,15,726,9824.23718,Female,89,5,55,9,Carrier B,13.1263535650888,Supplier 5,Houston,29.7604,-95.3698,24,897,21,64.8302049931151,Pass,3.842930025,Air,Route A,639.014462434234,9120.392512572651,2019-12-24
haircare,SKU734,97.2205045993385,100,499,5444.62313267405,Male,71,1,73,6,Carrier B,5.2547139093455,Supplier 5,Chicago,41.8781,-87.6298,15,981,25,76.0447574051146,Pass,3.19286115252031,Rail,Route A,153.73992688328,5214.838448385655,2019-12-25
cosmetics,SKU735,30.7115045201127,85,365,10088.729234857,Unknown,93,11,90,10,Carrier A,12.1725942069478,Supplier 2,Los Angeles,34.0522,-118.2437,24,195,17,80.8100043949693,Pending,0.804460754547994,Sea,Route A,863.632125564767,9144.287104897265,2019-12-26
skincare,SKU736,98.1103542793078,70,342,2260.40330920806,Male,33,26,85,6,Carrier B,14.5941034778921,Supplier 4,Miami,25.7617,-80.1918,28,988,19,72.53281643,Pending,3.79223803444585,Air,Route C,943.79295705477,1244.07753572329,2019-12-27
haircare,SKU737,50.398452562113,65,583,3898.72517784639,Male,1,21,37,10,Carrier B,12.7647131384201,Supplier 1,Chicago,41.8781,-87.6298,26,314,4,46.8845663728948,Pending,1.83606090691574,Air,Route B,802.1875435,3049.653067973495,2019-12-28
haircare,SKU738,55.5644654591527,4,14,6207.26813733654,Unknown,68,20,57,10,Carrier B,13.727963968394,Supplier 1,Miami,25.7617,-80.1918,19,842,9,85.068261667567,Fail,4.82149284258381,Rail,Route C,260.545941797331,5861.653933871642,2019-12-29
haircare,SKU739,20.9920108123173,11,53,1675.84281224782,Male,30,1,44,6,Carrier C,10.9169621480015,Supplier 2,Los Angeles,34.0522,-118.2437,25,157,18,81.5829152645595,Pending,2.00935401000273,Rail,Route C,254.951496470238,1339.308400513022,2019-12-30
cosmetics,SKU740,26.5796853100565,26,491,11745.562938514,Non-binary,96,7,17,9,Carrier A,13.6553806438804,Supplier 2,Miami,25.7617,-80.1918,24,591,16,77.72566378228,Pass,0.729691463415854,Rail,Route A,753.500948641247,10914.33632609047,2019-12-31
skincare,SKU741,84.6621754157686,61,627,4285.7530595596,Non-binary,67,15,100,10,Carrier A,3.30790889493258,Supplier 5,Chicago,41.8781,-87.6298,19,504,7,26.5469748762972,Fail,4.424198737,Road,Route B,496.780854341857,3762.425230341446,2020-01-01
haircare,SKU742,38.8376364761714,37,325,9213.2579613234,Male,69,17,31,7,Carrier A,10.9730598105827,Supplier 5,Chicago,41.8781,-87.6298,10,283,25,74.5958549156379,Pass,3.97529370064352,Rail,Route C,800.923469887208,8337.738636520553,2020-01-02
haircare,SKU743,83.54742251,23,735,8024.69622481319,Female,86,29,33,1,Carrier B,11.2462829696006,Supplier 4,Miami,25.7617,-80.1918,30,381,12,59.5427405255344,Pending,4.248217962,Sea,Route C,167.9311101,7797.222374187656,2020-01-03
haircare,SKU744,72.356303807268,93,573,7798.935453,Male,18,8,75,1,Carrier C,7.14853325099188,Supplier 1,Los Angeles,34.0522,-118.2437,16,882,26,60.1485319613844,Pass,0.44705375365559,Sea,Route C,744.792841279523,6993.994079759093,2020-01-04
skincare,SKU745,21.8312379008272,85,799,6460.47621804008,Female,71,30,95,4,Carrier A,2.11633854301076,Supplier 2,Miami,25.7617,-80.1918,5,820,4,77.7263791113419,Fail,4.39639916525983,Air,Route C,481.68636125114,5901.063477677599,2020-01-05
haircare,SKU746,53.20740478,91,975,6641.0543534666,Male,12,26,73,2,Carrier C,9.71421244765158,Supplier 4,Miami,25.7617,-80.1918,25,262,21,86.94737137,Fail,4.723712555,Road,Route B,127.88640242484,6426.220579671761,2020-01-06
skincare,SKU747,69.35179554,40,629,5546.49140370459,Non-binary,64,28,74,3,Carrier A,1.72633129198672,Supplier 1,Miami,25.7617,-80.1918,4,188,28,31.5067510547845,Pending,2.35177868136476,Air,Route A,590.64216052918,4924.342492120626,2020-01-07
cosmetics,SKU748,32.7191609015256,77,137,12466.9248796372,Female,5,2,23,7,Carrier B,6.35363494619169,Supplier 4,Miami,25.7617,-80.1918,25,882,12,79.6255796849502,Fail,4.52733796065448,Road,Route A,729.132265430369,11658.16703452188,2020-01-08
cosmetics,SKU749,20.8743502728295,23,587,11027.9192491358,Non-binary,70,26,34,7,Carrier A,6.51138320566052,Supplier 4,Miami,25.7617,-80.1918,27,196,12,85.3675400641139,Pending,3.53861338457921,Rail,Route C,575.415590024297,10367.13611904739,2020-01-09
cosmetics,SKU750,22.2157304456915,16,87,1739.49169389764,Male,26,13,12,3,Carrier A,14.9849151184866,Supplier 5,Los Angeles,34.0522,-118.2437,10,686,26,77.18489404,Pass,0.665154119264929,Air,Route B,210.591947745099,1451.714852112541,2020-01-10
skincare,SKU751,20.6979947920473,94,61,7590.61510683126,Unknown,78,12,14,2,Carrier B,5.19722847220754,Supplier 4,Miami,25.7617,-80.1918,25,187,4,35.8668449504664,Fail,3.51072582919785,Sea,Route B,834.3182086366,6720.430053244194,2020-01-11
haircare,SKU752,54.3950023419368,61,380,7992.517496,Female,51,5,74,8,Carrier B,12.4863551309316,Supplier 5,New York,40.7128,-74.006,25,617,12,19.3738470937761,Pass,3.18308294423781,Road,Route C,993.9801408114,6979.163508094824,2020-01-12
haircare,SKU753,99.9728113948118,68,353,8852.16533575306,Female,97,13,63,9,Carrier A,1.74440359305695,Supplier 1,New York,40.7128,-74.006,6,767,23,30.9540928490001,Pending,4.49275348865817,Air,Route B,929.313881617461,7891.897361286598,2020-01-13
haircare,SKU754,19.2995417080242,80,275,2940.75786453264,Male,86,6,28,10,Carrier C,8.41672379540176,Supplier 1,Chicago,41.8781,-87.6298,30,162,8,95.0949562613074,Pending,1.3994705083745,Sea,Route C,916.187910708647,1929.474997562686,2020-01-14
haircare,SKU755,82.5919083613551,31,487,1754.23743185554,Male,47,25,63,3,Carrier B,8.51368349978416,Supplier 5,Houston,29.7604,-95.3698,29,640,24,51.6231741191692,Pass,3.97116942823707,Sea,Route A,280.326200982984,1422.288056753387,2020-01-15
haircare,SKU756,24.694355302818,53,115,5346.04992938738,Female,87,15,85,9,Carrier A,9.80249794472247,Supplier 3,Chicago,41.8781,-87.6298,11,915,30,47.6716411500422,Pass,3.99906451917373,Rail,Route A,528.728845,4769.649443237337,2020-01-16
haircare,SKU757,79.3268912987082,25,873,5626.72626057345,Unknown,78,30,19,4,Carrier B,12.3400728474591,Supplier 4,Miami,25.7617,-80.1918,28,290,30,11.1775913860789,Pending,3.67070529219659,Road,Route A,223.628971516254,5391.919697671117,2020-01-17
skincare,SKU758,74.7849026965342,44,833,8462.63602,Male,6,24,25,10,Carrier C,11.666927344124,Supplier 1,New York,40.7128,-74.006,27,815,3,14.5913214629216,Pending,0.086165914,Air,Route C,709.972290523841,7738.072408013237,2020-01-18
skincare,SKU759,33.546491632041,12,80,4994.05221354102,Male,67,22,55,6,Carrier A,11.6541137966532,Supplier 4,Miami,25.7617,-80.1918,30,377,16,70.1826336527251,Fail,4.00516070913594,Sea,Route C,866.725250522604,4057.144329365691,2020-01-19
skincare,SKU760,35.9531961686227,90,162,6137.67722989881,Male,43,21,38,7,Carrier A,7.05211508054001,Supplier 3,Chicago,41.8781,-87.6298,14,638,2,63.0844361852496,Pass,3.94739443145492,Road,Route A,683.535964636858,5391.056829076702,2020-01-20
cosmetics,SKU761,33.2732594946071,97,536,16051.0203801984,Unknown,100,22,24,10,Carrier C,11.1846007545313,Supplier 4,Miami,25.7617,-80.1918,30,184,6,79.5966826231907,Fail,4.30532331522886,Rail,Route C,334.427363960952,15636.99633361426,2020-01-21
haircare,SKU762,48.83732363,92,937,1343.82505381651,Female,16,30,57,6,Carrier C,7.8784200484877,Supplier 3,Houston,29.7604,-95.3698,19,434,28,19.9290588422024,Pass,4.06673742599937,Road,Route B,168.683270312516,1155.212724661792,2020-01-22
skincare,SKU763,74.4277127276218,9,901,6536.93406937222,Non-binary,5,28,20,1,Carrier A,1.93731649683003,Supplier 2,New York,40.7128,-74.006,22,540,17,41.6855052608818,Pending,3.11151570233757,Road,Route A,162.334428697227,6332.914135414111,2020-01-23
haircare,SKU764,19.0584939997543,12,333,8452.389572,Male,37,4,43,6,Carrier C,13.4625449565641,Supplier 3,Los Angeles,34.0522,-118.2437,28,821,12,83.1122324776133,Pending,3.2664618083615,Air,Route B,649.83527278413,7719.442066738256,2020-01-24
cosmetics,SKU765,22.4668135238516,69,126,2547.73665360477,Unknown,9,1,45,6,Carrier C,13.4622862859426,Supplier 1,Houston,29.7604,-95.3698,27,749,9,86.2981678971967,Fail,0.140772128812627,Road,Route B,957.995742977915,1503.442742729658,2020-01-25
skincare,SKU766,72.5340480848203,54,45,6348.98560533936,Female,53,15,39,5,Carrier A,5.520302705,Supplier 5,Los Angeles,34.0522,-118.2437,28,889,16,89.4418525884192,Pass,0.44299101459713,Rail,Route C,725.750359974802,5533.793392776139,2020-01-26
haircare,SKU767,91.1595668393092,54,171,5494.617736305911,Female,90,12,82,3,Carrier B,13.7946366699331,Supplier 5,Los Angeles,34.0522,-118.2437,4,271,7,20.9330470314012,Pending,3.62514808857937,Sea,Route C,757.563550408419,4716.12113886609,2020-01-27
cosmetics,SKU768,35.10822183,28,926,29259.1920725368,Unknown,5,9,91,10,Carrier C,11.6117765390711,Supplier 4,Miami,25.7617,-80.1918,29,951,8,85.1621814821764,Fail,4.72637741507875,Air,Route A,396.370302086841,28777.65958896778,2020-01-28
cosmetics,SKU769,21.2381650914425,56,646,12347.8691841646,Male,5,11,28,3,Carrier B,6.61121723206832,Supplier 2,Houston,29.7604,-95.3698,22,438,7,92.1518203023796,Pass,2.71088989032162,Sea,Route C,627.434700680106,11628.28266318211,2020-01-29
haircare,SKU770,61.9164555788308,99,27,9820.46748678836,Non-binary,51,5,77,10,Carrier B,5.641078378,Supplier 4,Miami,25.7617,-80.1918,29,767,21,95.0769914003683,Pending,3.71418914301784,Road,Route C,934.234664621907,8791.155830766085,2020-01-30
skincare,SKU771,38.5787703519443,69,283,4543.47252687733,Male,14,24,79,7,Carrier B,14.6519977914054,Supplier 3,Miami,25.7617,-80.1918,19,328,5,39.6592910330881,Pass,3.07182919922538,Rail,Route B,911.499172350039,3592.314063494203,2020-01-31
skincare,SKU772,48.5543103340794,98,767,3046.79555851176,Female,67,7,42,8,Carrier C,10.9767774835583,Supplier 5,Los Angeles,34.0522,-118.2437,17,917,23,69.23961942,Pending,0.524956594269747,Sea,Route C,219.2625835,2758.29335559176,2020-02-01
skincare,SKU773,8.60824851253607,98,473,2541.92090008937,Non-binary,56,8,89,3,Carrier A,6.3033393667968,Supplier 3,Houston,29.7604,-95.3698,18,278,7,62.9804130390168,Pending,3.33954302125465,Rail,Route A,668.8220479,1810.118439150353,2020-02-02
cosmetics,SKU774,31.8777917839421,77,404,11590.7650926413,Male,55,1,84,3,Carrier A,9.98777443173127,Supplier 5,New York,40.7128,-74.006,8,346,18,78.01159447,Pass,2.39234988381025,Road,Route C,757.7603520836,10754.9931460877,2020-02-03
skincare,SKU775,57.1856355433015,58,13,6485.007676,Non-binary,6,25,31,7,Carrier A,9.00136678652316,Supplier 5,Chicago,41.8781,-87.6298,4,996,18,32.33502113,Pass,3.01261488343639,Road,Route A,728.641095255094,5724.031559614907,2020-02-04
cosmetics,SKU776,33.5696412145213,78,17,513.615510582176,Unknown,50,1,45,10,Carrier A,8.343560318,Supplier 5,Miami,25.7617,-80.1918,23,773,16,82.3976947137813,Pass,2.81570914405261,Sea,Route B,331.585003170153,99.63281269824165,2020-02-05
haircare,SKU777,69.6718098312461,75,928,1792.05424760307,Male,57,3,32,7,Carrier A,10.0258265833658,Supplier 1,Miami,25.7617,-80.1918,18,774,7,26.6346661287789,Pass,3.81500124227019,Air,Route B,537.428560227887,1227.991021246404,2020-02-06
skincare,SKU778,49.3442973369628,42,927,9041.81125148593,Female,63,8,72,9,Carrier A,8.52676851052506,Supplier 3,Miami,25.7617,-80.1918,28,829,21,72.5508900779601,Pending,1.5928413185799,Rail,Route B,697.012148298073,8272.248213109897,2020-02-07
skincare,SKU779,8.273819645,38,823,4503.39757128143,Female,25,28,35,6,Carrier B,10.1670649516093,Supplier 4,Miami,25.7617,-80.1918,25,416,2,96.82250343,Pending,3.72871852505594,Rail,Route A,937.848819013833,3468.726248837597,2020-02-08
cosmetics,SKU780,35.5918903533183,68,836,26779.3383018367,Non-binary,57,11,69,7,Carrier B,13.7059598711309,Supplier 2,New York,40.7128,-74.006,26,385,17,93.4871941354224,Pending,1.95803153262289,Rail,Route B,549.69398682417,26136.15712087711,2020-02-09
cosmetics,SKU781,37.7139792715185,53,56,1900.78455528453,Unknown,30,1,14,10,Carrier B,14.9057095540338,Supplier 4,Miami,25.7617,-80.1918,29,175,25,90.9159651001405,Fail,4.79544559349535,Road,Route B,370.457939286048,1439.410650898341,2020-02-10
haircare,SKU783,13.8988799670614,71,554,8772.19302825231,Unknown,91,1,47,7,Carrier C,13.989491224506,Supplier 2,New York,40.7128,-74.006,24,303,8,29.9405365664088,Pass,0.885373858500273,Sea,Route A,587.187125292264,8155.065366393637,2020-02-11
haircare,SKU784,76.6890160518662,56,616,9363.348777,Unknown,12,6,71,2,Carrier C,13.0177435543613,Supplier 4,Miami,25.7617,-80.1918,30,827,2,20.7087259599712,Fail,4.88603738654132,Sea,Route B,978.722925136976,8363.917125903052,2020-02-12
haircare,SKU785,51.7334545100442,72,709,3731.07894804645,Unknown,17,21,34,7,Carrier A,5.1305235717379,Supplier 2,Houston,29.7604,-95.3698,16,523,18,68.4596065592319,Pass,2.46690931982273,Road,Route C,665.498445963807,2997.120895523411,2020-02-13
cosmetics,SKU786,26.2447245433976,51,406,9589.82234815749,Non-binary,93,27,21,3,Carrier B,14.0607117626024,Supplier 3,Los Angeles,34.0522,-118.2437,28,834,19,86.9471466255198,Pass,0.546240415780315,Air,Route C,239.2625449,9263.612656631969,2020-02-14
cosmetics,SKU787,34.3832891082603,74,195,6034.26723849969,Male,74,6,31,9,Carrier C,1.9913260007367,Supplier 5,Houston,29.7604,-95.3698,30,292,20,90.3798506048447,Pass,3.35137477996351,Rail,Route B,858.829679411525,5085.05770848332,2020-02-15
haircare,SKU788,54.6321938135191,43,55,9377.26905110285,Female,12,3,18,5,Carrier B,5.61890549460962,Supplier 3,Los Angeles,34.0522,-118.2437,12,392,9,93.2190811857237,Pending,3.69581178764241,Rail,Route A,263.302477524518,9020.74749239261,2020-02-16
skincare,SKU789,58.4576114071222,15,397,3211.75280967299,Male,23,10,93,7,Carrier A,9.959229091,Supplier 1,Los Angeles,34.0522,-118.2437,9,803,12,23.1110927846248,Pass,2.50111419454447,Road,Route B,134.871579066129,3053.770137822236,2020-02-17
skincare,SKU790,46.916252797256,38,657,6192.63235108881,Unknown,56,12,38,8,Carrier B,8.37681624253198,Supplier 2,Miami,25.7617,-80.1918,7,996,22,38.7860836046505,Fail,3.2322860913866,Air,Route C,190.188958699084,5963.657308785075,2020-02-18
haircare,SKU791,62.5467537982103,15,684,3470.901262664,Non-binary,28,10,53,2,Carrier A,8.59377349961107,Supplier 3,Chicago,41.8781,-87.6298,10,880,19,41.011552873221,Pass,0.863374322413649,Air,Route A,807.509590887583,2622.380118903196,2020-02-19
skincare,SKU792,92.2797975076058,5,904,8416.85041435936,Unknown,6,28,36,1,Carrier C,12.1284366172174,Supplier 5,New York,40.7128,-74.006,29,512,30,30.8873893462214,Pass,1.83961192640189,Air,Route C,911.706107579311,7474.256917433828,2020-02-20
cosmetics,SKU793,21.6145926642773,93,625,12158.20837,Non-binary,53,2,64,7,Carrier A,3.72585155200669,Supplier 5,Miami,25.7617,-80.1918,27,538,8,83.9676156261029,Pass,0.809143017,Air,Route B,341.382928217482,11732.85782615642,2020-02-21
haircare,SKU794,73.9430640058951,83,723,6083.37246597756,Female,4,24,90,6,Carrier A,14.7490571395444,Supplier 3,Miami,25.7617,-80.1918,17,400,22,53.8033128333637,Pass,1.93617628182404,Air,Route A,548.298793694939,5481.270359449257,2020-02-22
skincare,SKU795,89.972992898302,54,943,4052.83088144726,Unknown,34,28,14,6,Carrier B,7.12441518216038,Supplier 4,Miami,25.7617,-80.1918,28,359,8,85.0995665242685,Fail,4.32693410323347,Sea,Route B,637.500714264836,3330.230600658155,2020-02-23
skincare,SKU796,48.3180312,51,304,3904.15336370038,Non-binary,18,22,61,2,Carrier A,14.2978057072783,Supplier 3,Los Angeles,34.0522,-118.2437,25,291,10,95.9085753042986,Fail,2.21269703590956,Road,Route B,476.8213745,3331.423413896081,2020-02-24
skincare,SKU797,47.1283044562808,10,626,6804.15691478425,Male,54,13,22,3,Carrier C,6.36362210295565,Supplier 5,Los Angeles,34.0522,-118.2437,26,370,28,21.6406568996647,Fail,2.9660742036787,Road,Route B,158.791616785931,6623.724641098655,2020-02-25
cosmetics,SKU798,36.5958937868955,12,200,6587.26088164119,Male,76,16,51,4,Carrier C,9.42501336392289,Supplier 3,Houston,29.7604,-95.3698,7,715,18,93.2137435337613,Fail,2.50879586684275,Road,Route C,150.987464810632,6343.059673296797,2020-02-26
haircare,SKU799,61.1836421451363,4,421,6482.75852253993,Male,68,13,24,3,Carrier A,7.3043605985239,Supplier 1,Chicago,41.8781,-87.6298,27,531,15,84.2123010668747,Pending,1.58907186700878,Rail,Route A,496.314427654177,5902.231793818878,2020-02-27
cosmetics,SKU800,37.804580497093,95,668,22728.1137948523,Unknown,43,4,88,2,Carrier B,10.4630922939275,Supplier 4,Miami,25.7617,-80.1918,27,815,24,86.9931287828672,Fail,4.67733890465397,Air,Route A,818.080886031152,21823.03978003828,2020-02-28
haircare,SKU801,50.2659214589378,18,424,3381.374007,Non-binary,77,4,27,3,Carrier C,3.57074621137861,Supplier 3,Miami,25.7617,-80.1918,15,795,11,19.9026661730908,Pending,1.26336430710638,Air,Route C,176.16676240476,3185.304578422149,2020-02-29
haircare,SKU802,99.6316802157469,80,759,5675.516693,Non-binary,37,30,59,6,Carrier C,6.60879945976678,Supplier 5,Miami,25.7617,-80.1918,16,316,21,99.1007206081208,Pass,1.00356625947299,Rail,Route A,285.108142448767,5291.307829943112,2020-03-01
skincare,SKU803,10.6497990423916,36,644,5054.82885160368,Non-binary,61,11,11,9,Carrier A,1.95733570950403,Supplier 3,Los Angeles,34.0522,-118.2437,21,190,26,69.0033727475936,Pending,3.53711146845355,Air,Route A,342.79108534068,4643.034393515407,2020-03-02
skincare,SKU804,5.30094561516666,25,621,1104.80409552786,Unknown,21,23,96,4,Carrier A,9.37341983786018,Supplier 3,Los Angeles,34.0522,-118.2437,17,297,14,98.3976125537422,Pending,4.0998342220619,Air,Route B,603.213416852134,403.1930661219839,2020-03-03
cosmetics,SKU805,34.9731548,87,526,16556.2914820379,Non-binary,72,14,22,6,Carrier C,14.4775437802477,Supplier 2,Chicago,41.8781,-87.6298,13,498,15,88.9127152396049,Pending,3.60194302649712,Air,Route B,138.876423061365,16328.50234373693,2020-03-04
haircare,SKU806,33.3513166743782,76,360,5494.617736305911,Female,39,3,77,1,Carrier A,1.6426912122034,Supplier 3,Los Angeles,34.0522,-118.2437,26,138,14,45.5673699943055,Fail,3.21867073497579,Air,Route C,874.03852706941,4575.011839242195,2020-03-05
cosmetics,SKU807,25.6265889055325,98,152,3505.71736227684,Unknown,25,27,56,6,Carrier A,10.2348203430219,Supplier 1,Chicago,41.8781,-87.6298,3,808,12,88.0397216236873,Pass,1.53925676906884,Air,Route A,523.654028713405,2894.023611939748,2020-03-06
skincare,SKU808,34.6304126004066,36,369,7626.51908905079,Female,4,19,98,3,Carrier C,11.8513714909272,Supplier 5,Miami,25.7617,-80.1918,27,570,4,98.5214801594817,Pending,3.55492779553255,Sea,Route C,536.709262426596,6991.288346464713,2020-03-07
haircare,SKU809,29.3245186849706,67,368,6142.05575607769,Female,92,22,84,9,Carrier B,3.9835179384868,Supplier 2,Chicago,41.8781,-87.6298,20,178,3,32.7931542516046,Pending,3.02541729994573,Road,Route C,920.3895979,5188.873003926085,2020-03-08
haircare,SKU810,7.92505471774254,9,975,1600.75229365681,Male,53,25,59,4,Carrier B,4.82304010715965,Supplier 3,Los Angeles,34.0522,-118.2437,20,828,12,12.1386480596245,Fail,0.234466833438128,Sea,Route C,290.802336992896,1297.811308604289,2020-03-09
haircare,SKU811,97.2956390271059,61,656,2048.0097167624,Unknown,85,1,21,7,Carrier C,3.82213520736049,Supplier 4,Miami,25.7617,-80.1918,26,927,25,56.122157222963,Pending,4.01400667688185,Air,Route C,427.302188580754,1564.585370958683,2020-03-10
